"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Feb 02 22:50:50 GMT 2025","Sun Feb 02 22:50:50 GMT 2025","5","webkit","template.spec.ts","Tests Suite Name","","","Unique Test Name",""
"passed","Sun Feb 02 22:50:38 GMT 2025","Sun Feb 02 22:50:39 GMT 2025","553","firefox","navigationUI.spec.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 02 22:50:39 GMT 2025","Sun Feb 02 22:50:43 GMT 2025","4208","firefox","search.func.spec.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name",""
"failed","Sun Feb 02 22:50:47 GMT 2025","Sun Feb 02 22:50:47 GMT 2025","5","webkit","navigationUI.spec.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 02 22:50:43 GMT 2025","Sun Feb 02 22:50:43 GMT 2025","170","firefox","template.spec.ts","Tests Suite Name","","","Unique Test Name",""
"passed","Sun Feb 02 22:50:32 GMT 2025","Sun Feb 02 22:50:36 GMT 2025","4027","chromium","search.func.spec.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name",""
"passed","Sun Feb 02 22:50:31 GMT 2025","Sun Feb 02 22:50:32 GMT 2025","498","chromium","navigationUI.spec.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 02 22:50:31 GMT 2025","Sun Feb 02 22:50:31 GMT 2025","538","chromium","navigationUI.spec.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 02 22:50:36 GMT 2025","Sun Feb 02 22:50:38 GMT 2025","1153","firefox","navigationUI.spec.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 02 22:50:36 GMT 2025","Sun Feb 02 22:50:36 GMT 2025","32","chromium","template.spec.ts","Tests Suite Name","","","Unique Test Name",""
"failed","Sun Feb 02 22:50:48 GMT 2025","Sun Feb 02 22:50:48 GMT 2025","6","webkit","search.func.spec.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name",""
"failed","Sun Feb 02 22:50:45 GMT 2025","Sun Feb 02 22:50:45 GMT 2025","5","webkit","navigationUI.spec.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
