"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 12 03:02:34 GMT 2025","Wed Feb 12 03:02:38 GMT 2025","3288","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name POM",""
"passed","Wed Feb 12 03:02:34 GMT 2025","Wed Feb 12 03:02:34 GMT 2025","437","chromium","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Wed Feb 12 03:02:46 GMT 2025","Wed Feb 12 03:02:49 GMT 2025","2994","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name new",""
"passed","Wed Feb 12 03:02:40 GMT 2025","Wed Feb 12 03:02:41 GMT 2025","109","chromium","template.test.ts","Tests Suite Name","","","Unique Test Name",""
"passed","Wed Feb 12 03:02:38 GMT 2025","Wed Feb 12 03:02:40 GMT 2025","2893","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name new",""
"passed","Wed Feb 12 03:02:43 GMT 2025","Wed Feb 12 03:02:43 GMT 2025","752","firefox","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Wed Feb 12 03:02:49 GMT 2025","Wed Feb 12 03:02:49 GMT 2025","217","firefox","template.test.ts","Tests Suite Name","","","Unique Test Name",""
"passed","Wed Feb 12 03:02:41 GMT 2025","Wed Feb 12 03:02:42 GMT 2025","1182","firefox","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Wed Feb 12 03:02:43 GMT 2025","Wed Feb 12 03:02:46 GMT 2025","2853","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name POM",""
"passed","Wed Feb 12 03:02:33 GMT 2025","Wed Feb 12 03:02:34 GMT 2025","546","chromium","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
