"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 16 15:15:07 GMT 2025","Sun Feb 16 15:15:08 GMT 2025","382","chromium","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 16 15:14:57 GMT 2025","Sun Feb 16 15:15:07 GMT 2025","10280","chromium","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 16 15:15:18 GMT 2025","Sun Feb 16 15:15:18 GMT 2025","214","firefox","template.test.ts","Tests Suite Name","","","Unique Test Name",""
"passed","Sun Feb 16 15:15:08 GMT 2025","Sun Feb 16 15:15:10 GMT 2025","1990","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name POM",""
"passed","Sun Feb 16 15:15:16 GMT 2025","Sun Feb 16 15:15:18 GMT 2025","1616","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name new",""
"passed","Sun Feb 16 15:15:11 GMT 2025","Sun Feb 16 15:15:11 GMT 2025","107","chromium","template.test.ts","Tests Suite Name","","","Unique Test Name",""
"passed","Sun Feb 16 15:15:12 GMT 2025","Sun Feb 16 15:15:13 GMT 2025","1211","firefox","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Add Tab Load Correctly And Available",""
"passed","Sun Feb 16 15:15:14 GMT 2025","Sun Feb 16 15:15:14 GMT 2025","492","firefox","navigationUI.test.ts","Navigation tabs are available","","","TC-NavBar-1: Verify Search Tab Load Correctly And Available",""
"passed","Sun Feb 16 15:15:14 GMT 2025","Sun Feb 16 15:15:16 GMT 2025","1911","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name POM",""
"passed","Sun Feb 16 15:15:10 GMT 2025","Sun Feb 16 15:15:11 GMT 2025","1410","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User With Unique First Name new",""
